exception_id,payment_id,transaction_id,invoice_id,customer_id,payment_date,settlement_date,amount,settled_amount,invoice_amount,fees,tax,settlement_difference,invoice_difference,settlement_delay_days,issues,severity,investigation_summary,recommended_action,payment_method,currency
EXC00079,PAY00474_DUP,TXN00474_DUP,INV00474,CUST0163,2026-07-29,,27559.61,,27559.61,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00474_DUP for ₹27,559.61 has no settlement record. Payment PAY00474_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00080,PAY00488,TXN00488,INV00488,CUST0270,2026-07-16,2026-07-30,63260.06,63260.06,63260.06,948.9,170.8,0.0,0.0,14.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 14.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR
EXC00081,PAY00491,TXN00491,INV00491,CUST0184,2026-08-19,2026-08-20,58606.9,58606.9,59557.5,879.1,158.24,0.0,-950.5999999999985,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹58,606.90, while invoice amount is ₹59,557.50, creating a difference of ₹950.60.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR
EXC00082,PAY00494,TXN00494,INV00494,CUST0184,2026-08-07,2026-08-08,3306.55,3306.55,3306.55,49.6,8.93,0.0,0.0,1.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00494 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,NETBANKING,INR
EXC00083,PAY00494_DUP,TXN00494_DUP,INV00494,CUST0184,2026-08-07,,3306.55,,3306.55,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00494_DUP for ₹3,306.55 has no settlement record. Payment PAY00494_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR
EXC00084,PAY00508,TXN00508,INV00508,CUST0215,2026-07-11,2026-07-14,88512.92,87699.76,88512.92,1327.69,238.98,813.1600000000035,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹88,512.92, while settled amount is ₹87,699.76, creating a difference of ₹813.16.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR
EXC00085,PAY00521,TXN00521,INV00521,CUST0050,2026-07-06,2026-07-07,66980.05,66980.05,70133.82,1004.7,180.85,0.0,-3153.770000000004,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹66,980.05, while invoice amount is ₹70,133.82, creating a difference of ₹3,153.77.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00086,PAY00525,TXN00525,INV00525,CUST0099,2026-07-09,2026-07-18,4746.25,4746.25,4746.25,71.19,12.81,0.0,0.0,9.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 9.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR
EXC00087,PAY00527,TXN00527,INV00527,CUST0283,2026-07-21,,85734.11,,85734.11,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00527 for ₹85,734.11 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR
EXC00088,PAY00529,TXN00529,INV00529,CUST0299,2026-08-18,,96500.75,,96500.75,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00529 for ₹96,500.75 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00089,PAY00534,TXN00534,INV00534,CUST0144,2026-08-01,2026-08-04,85894.36,85894.36,87420.17,1288.42,231.92,0.0,-1525.8099999999977,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹85,894.36, while invoice amount is ₹87,420.17, creating a difference of ₹1,525.81.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,UPI,INR
EXC00090,PAY00543,TXN00543,INV00543,CUST0084,2026-08-06,2026-08-07,78093.1,76705.48,78093.1,1171.4,210.85,1387.62000000001,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹78,093.10, while settled amount is ₹76,705.48, creating a difference of ₹1,387.62.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR
EXC00091,PAY00544,TXN00544,INV00544,CUST0138,2026-08-11,2026-08-12,41245.97,40245.19,41245.97,618.69,111.36,1000.7799999999988,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹41,245.97, while settled amount is ₹40,245.19, creating a difference of ₹1,000.78.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR
EXC00092,PAY00549,TXN00549,INV00549,CUST0033,2026-07-22,2026-07-25,98841.92,97390.84,98841.92,1482.63,266.87,1451.0800000000017,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹98,841.92, while settled amount is ₹97,390.84, creating a difference of ₹1,451.08.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR
EXC00093,PAY00550,TXN00550,INV00550,CUST0153,2026-07-13,2026-07-15,15417.96,14062.95,15417.96,231.27,41.63,1355.0099999999984,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹15,417.96, while settled amount is ₹14,062.95, creating a difference of ₹1,355.01.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR
EXC00094,PAY00551,TXN00551,INV00551,CUST0072,2026-08-16,2026-08-29,3032.8,3032.8,3032.8,45.49,8.19,0.0,0.0,13.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 13.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,WALLET,INR
EXC00095,PAY00564,TXN00564,INV00564,CUST0003,2026-07-03,2026-07-04,53611.37,53611.37,58125.4,804.17,144.75,0.0,-4514.029999999999,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹53,611.37, while invoice amount is ₹58,125.40, creating a difference of ₹4,514.03.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR
EXC00096,PAY00578,TXN00578,INV00578,CUST0121,2026-07-01,,1768.57,,1768.57,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00578 for ₹1,768.57 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00097,PAY00583,TXN00583,INV00583,CUST0088,2026-07-22,2026-07-23,36073.98,36073.98,37781.37,541.11,97.4,0.0,-1707.3899999999994,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹36,073.98, while invoice amount is ₹37,781.37, creating a difference of ₹1,707.39.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00098,PAY00588,TXN00588,INV00588,CUST0067,2026-07-31,2026-08-01,92079.6,91859.26,92079.6,1381.19,248.61,220.34000000001106,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹92,079.60, while settled amount is ₹91,859.26, creating a difference of ₹220.34.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR
EXC00099,PAY00589,TXN00589,INV00589,CUST0161,2026-07-01,2026-07-04,70604.53,70604.53,74118.83,1059.07,190.63,0.0,-3514.300000000003,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹70,604.53, while invoice amount is ₹74,118.83, creating a difference of ₹3,514.30.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR
EXC00100,PAY00598,TXN00598,INV00598,CUST0156,2026-08-02,2026-08-03,56452.09,56452.09,58587.13,846.78,152.42,0.0,-2135.040000000001,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹56,452.09, while invoice amount is ₹58,587.13, creating a difference of ₹2,135.04.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00101,PAY00604,TXN00604,INV00604,CUST0174,2026-07-07,,75836.36,,75836.36,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00604 for ₹75,836.36 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00102,PAY00609,TXN00609,INV00609,CUST0128,2026-07-18,2026-07-19,40088.06,40088.06,42625.87,601.32,108.24,0.0,-2537.810000000005,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹40,088.06, while invoice amount is ₹42,625.87, creating a difference of ₹2,537.81.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR
EXC00103,PAY00614,TXN00614,INV00614,CUST0214,2026-08-13,2026-08-14,74912.94,73819.75,74912.94,1123.69,202.26,1093.1900000000023,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹74,912.94, while settled amount is ₹73,819.75, creating a difference of ₹1,093.19.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR
EXC00104,PAY00619,TXN00619,INV00619,CUST0199,2026-07-27,2026-07-29,95691.85,95691.85,96433.96,1435.38,258.37,0.0,-742.1100000000006,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹95,691.85, while invoice amount is ₹96,433.96, creating a difference of ₹742.11.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR
EXC00105,PAY00629,TXN00629,INV00629,CUST0170,2026-07-22,2026-07-25,36399.38,36399.38,39681.64,545.99,98.28,0.0,-3282.260000000002,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹36,399.38, while invoice amount is ₹39,681.64, creating a difference of ₹3,282.26.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR
EXC00106,PAY00632,TXN00632,INV00632,CUST0132,2026-08-04,,72535.57,,72535.57,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00632 for ₹72,535.57 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00107,PAY00633,TXN00633,INV00633,CUST0261,2026-07-29,2026-07-31,48937.07,47860.67,48937.07,734.06,132.13,1076.4000000000015,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹48,937.07, while settled amount is ₹47,860.67, creating a difference of ₹1,076.40.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR
EXC00108,PAY00638,TXN00638,INV00638,CUST0286,2026-07-05,,57708.75,,57708.75,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00638 for ₹57,708.75 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR
EXC00109,PAY00644,TXN00644,INV00644,CUST0074,2026-07-20,2026-07-21,67890.26,67890.26,68440.44,1018.35,183.3,0.0,-550.1800000000076,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹67,890.26, while invoice amount is ₹68,440.44, creating a difference of ₹550.18.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR
EXC00110,PAY00649,TXN00649,INV00649,CUST0035,2026-07-17,2026-07-20,10271.14,10271.14,12378.26,154.07,27.73,0.0,-2107.120000000001,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹10,271.14, while invoice amount is ₹12,378.26, creating a difference of ₹2,107.12.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00111,PAY00650,TXN00650,INV00650,CUST0121,2026-07-07,,28871.15,,28871.15,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00650 for ₹28,871.15 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00112,PAY00657,TXN00657,INV00657,CUST0016,2026-08-07,,58100.63,,58100.63,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00657 for ₹58,100.63 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR
EXC00113,PAY00673,TXN00673,INV00673,CUST0265,2026-07-26,2026-07-29,60136.07,58475.59,60136.07,902.04,162.37,1660.4800000000032,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹60,136.07, while settled amount is ₹58,475.59, creating a difference of ₹1,660.48.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR
EXC00114,PAY00674,TXN00674,INV00674,CUST0044,2026-07-14,2026-07-15,45195.73,43518.04,45195.73,677.94,122.03,1677.6900000000023,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹45,195.73, while settled amount is ₹43,518.04, creating a difference of ₹1,677.69.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR
EXC00115,PAY00702,TXN00702,INV00702,CUST0248,2026-08-19,2026-08-22,24705.69,24705.69,27270.51,370.59,66.71,0.0,-2564.8199999999997,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹24,705.69, while invoice amount is ₹27,270.51, creating a difference of ₹2,564.82.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR
EXC00116,PAY00713,TXN00713,INV00713,CUST0277,2026-07-03,2026-07-05,50496.28,48540.92,50496.28,757.44,136.34,1955.3600000000006,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹50,496.28, while settled amount is ₹48,540.92, creating a difference of ₹1,955.36.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR
EXC00117,PAY00725,TXN00725,INV00725,CUST0102,2026-08-06,2026-08-09,57801.5,57801.5,59582.24,867.02,156.06,0.0,-1780.739999999998,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹57,801.50, while invoice amount is ₹59,582.24, creating a difference of ₹1,780.74.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR
EXC00118,PAY00726,TXN00726,INV00726,CUST0262,2026-08-01,2026-08-04,77587.06,76942.67,77587.06,1163.81,209.49,644.3899999999994,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹77,587.06, while settled amount is ₹76,942.67, creating a difference of ₹644.39.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR
EXC00119,PAY00730,TXN00730,INV00730,CUST0267,2026-07-29,2026-08-01,41691.91,41146.12,41691.91,625.38,112.57,545.7900000000009,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹41,691.91, while settled amount is ₹41,146.12, creating a difference of ₹545.79.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR
EXC00120,PAY00735,TXN00735,INV00735,CUST0270,2026-07-11,2026-07-13,3342.84,2355.17,3342.84,50.14,9.03,987.6700000000001,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹3,342.84, while settled amount is ₹2,355.17, creating a difference of ₹987.67.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR
EXC00121,PAY00736,TXN00736,INV00736,CUST0277,2026-07-18,2026-07-21,55080.25,55080.25,58719.55,826.2,148.72,0.0,-3639.300000000003,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹55,080.25, while invoice amount is ₹58,719.55, creating a difference of ₹3,639.30.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR
EXC00122,PAY00779,TXN00779,INV00779,CUST0081,2026-08-04,2026-08-07,99844.14,99844.14,99844.14,1497.66,269.58,0.0,0.0,3.0,DUPLICATE_PAYMENT,HIGH,"Payment PAY00779 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,WALLET,INR
EXC00123,PAY00779_DUP,TXN00779_DUP,INV00779,CUST0081,2026-08-04,,99844.14,,99844.14,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,HIGH,"Payment PAY00779_DUP for ₹99,844.14 has no settlement record. Payment PAY00779_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR
EXC00124,PAY00784,TXN00784,INV00784,CUST0162,2026-07-02,,77266.55,,77266.55,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00784 for ₹77,266.55 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR
EXC00125,PAY00789,TXN00789,INV00789,CUST0296,2026-07-25,,8308.5,,8308.5,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00789 for ₹8,308.50 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00126,PAY00790,TXN00790,INV00790,CUST0223,2026-07-27,2026-07-30,93059.49,91719.21,93059.49,1395.89,251.26,1340.2799999999988,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹93,059.49, while settled amount is ₹91,719.21, creating a difference of ₹1,340.28.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR
EXC00127,PAY00793,TXN00793,INV00793,CUST0026,2026-08-13,2026-08-16,73292.07,73292.07,77179.85,1099.38,197.89,0.0,-3887.779999999999,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹73,292.07, while invoice amount is ₹77,179.85, creating a difference of ₹3,887.78.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00128,PAY00802,TXN00802,INV00802,CUST0028,2026-07-16,2026-07-17,94919.62,94167.4,94919.62,1423.79,256.28,752.2200000000012,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹94,919.62, while settled amount is ₹94,167.40, creating a difference of ₹752.22.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR
EXC00129,PAY00810,TXN00810,INV00810,CUST0288,2026-08-15,,2638.1,,2638.1,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00810 for ₹2,638.10 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR
EXC00130,PAY00816,TXN00816,INV00816,CUST0071,2026-08-07,2026-08-10,54364.71,52924.95,54364.71,815.47,146.78,1439.760000000002,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹54,364.71, while settled amount is ₹52,924.95, creating a difference of ₹1,439.76.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR
EXC00131,PAY00819,TXN00819,INV00819,CUST0016,2026-08-18,2026-08-21,32209.4,32209.4,34074.47,483.14,86.97,0.0,-1865.0699999999997,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹32,209.40, while invoice amount is ₹34,074.47, creating a difference of ₹1,865.07.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00132,PAY00824,TXN00824,INV00824,CUST0116,2026-07-03,,41154.62,,41154.62,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00824 for ₹41,154.62 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00133,PAY00825,TXN00825,INV00825,CUST0104,2026-08-18,,20853.93,,20853.93,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00825 for ₹20,853.93 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR
EXC00134,PAY00826,TXN00826,INV00826,CUST0251,2026-08-14,2026-08-16,32827.11,31252.3,32827.11,492.41,88.63,1574.8100000000013,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹32,827.11, while settled amount is ₹31,252.30, creating a difference of ₹1,574.81.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR
EXC00135,PAY00828,TXN00828,INV00828,CUST0022,2026-07-16,2026-07-29,52110.91,52110.91,52110.91,781.66,140.7,0.0,0.0,13.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 13.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,WALLET,INR
EXC00136,PAY00844,TXN00844,INV00844,CUST0170,2026-07-06,2026-07-17,5378.62,5378.62,5378.62,80.68,14.52,0.0,0.0,11.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 11.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,WALLET,INR
EXC00137,PAY00846,TXN00846,INV00846,CUST0048,2026-08-19,2026-08-21,30279.8,28577.51,30279.8,454.2,81.76,1702.2900000000009,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹30,279.80, while settled amount is ₹28,577.51, creating a difference of ₹1,702.29.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR
EXC00138,PAY00850,TXN00850,INV00850,CUST0270,2026-08-06,,99504.92,,99504.92,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00850 for ₹99,504.92 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR
EXC00139,PAY00865,TXN00865,INV00865,CUST0228,2026-08-02,,2981.01,,2981.01,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00865 for ₹2,981.01 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR
EXC00140,PAY00875,TXN00875,INV00875,CUST0228,2026-07-04,,13442.36,,13442.36,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00875 for ₹13,442.36 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR
EXC00141,PAY00892,TXN00892,INV00892,CUST0223,2026-08-15,2026-08-30,98266.74,98266.74,98266.74,1474.0,265.32,0.0,0.0,15.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 15.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,NETBANKING,INR
EXC00142,PAY00899,TXN00899,INV00899,CUST0224,2026-07-09,2026-07-12,8924.01,7056.42,8924.01,133.86,24.09,1867.5900000000001,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹8,924.01, while settled amount is ₹7,056.42, creating a difference of ₹1,867.59.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR
EXC00143,PAY00903,TXN00903,INV00903,CUST0248,2026-08-15,2026-08-18,37173.57,37173.57,38033.85,557.6,100.37,0.0,-860.2799999999988,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹37,173.57, while invoice amount is ₹38,033.85, creating a difference of ₹860.28.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00144,PAY00925,TXN00925,INV00925,CUST0048,2026-07-04,2026-07-05,93881.29,93881.29,97252.66,1408.22,253.48,0.0,-3371.37000000001,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹93,881.29, while invoice amount is ₹97,252.66, creating a difference of ₹3,371.37.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR
EXC00145,PAY00926,TXN00926,INV00926,CUST0045,2026-08-08,2026-08-09,13425.77,12844.43,13425.77,201.39,36.25,581.3400000000001,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹13,425.77, while settled amount is ₹12,844.43, creating a difference of ₹581.34.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR
EXC00146,PAY00927,TXN00927,INV00927,CUST0240,2026-08-12,,93650.11,,93650.11,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00927 for ₹93,650.11 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR
EXC00147,PAY00929,TXN00929,INV00929,CUST0199,2026-07-22,2026-07-23,99597.88,99597.88,101288.87,1493.97,268.91,0.0,-1690.9899999999907,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹99,597.88, while invoice amount is ₹101,288.87, creating a difference of ₹1,690.99.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR
EXC00148,PAY00931,TXN00931,INV00931,CUST0277,2026-08-19,,43409.73,,43409.73,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00931 for ₹43,409.73 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR
EXC00149,PAY00935,TXN00935,INV00935,CUST0036,2026-08-04,2026-08-05,22971.76,22971.76,27152.65,344.58,62.02,0.0,-4180.890000000003,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹22,971.76, while invoice amount is ₹27,152.65, creating a difference of ₹4,180.89.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR
EXC00150,PAY00951,TXN00951,INV00951,CUST0190,2026-08-05,,16918.11,,16918.11,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00951 for ₹16,918.11 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR
EXC00151,PAY00955,TXN00955,INV00955,CUST0139,2026-08-03,2026-08-06,45316.7,45316.7,45316.7,679.75,122.35,0.0,0.0,3.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00955 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,CARD,INR
EXC00152,PAY00955_DUP,TXN00955_DUP,INV00955,CUST0139,2026-08-03,,45316.7,,45316.7,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00955_DUP for ₹45,316.70 has no settlement record. Payment PAY00955_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR
EXC00153,PAY00967,TXN00967,INV00967,CUST0235,2026-08-16,2026-08-17,19818.41,19818.41,21228.36,297.28,53.51,0.0,-1409.9500000000007,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹19,818.41, while invoice amount is ₹21,228.36, creating a difference of ₹1,409.95.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR
EXC00154,PAY00968,TXN00968,INV00968,CUST0292,2026-07-04,2026-07-06,28420.11,27994.83,28420.11,426.3,76.73,425.27999999999884,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹28,420.11, while settled amount is ₹27,994.83, creating a difference of ₹425.28.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR
EXC00155,PAY00972,TXN00972,INV00972,CUST0127,2026-07-16,2026-07-17,33065.95,31229.82,33065.95,495.99,89.28,1836.1299999999974,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹33,065.95, while settled amount is ₹31,229.82, creating a difference of ₹1,836.13.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR
EXC00156,PAY00973,TXN00973,INV00973,CUST0003,2026-07-27,2026-08-03,98028.31,98028.31,98028.31,1470.42,264.68,0.0,0.0,7.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 7.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR
EXC00157,PAY00975,TXN00975,INV00975,CUST0286,2026-08-18,2026-08-20,1736.09,1736.09,1736.09,26.04,4.69,0.0,0.0,2.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00975 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,WALLET,INR
