exception_id,payment_id,transaction_id,invoice_id,customer_id,payment_date,settlement_date,amount,settled_amount,invoice_amount,fees,tax,settlement_difference,invoice_difference,settlement_delay_days,issues,severity,investigation_summary,recommended_action,payment_method,currency,controller_priority,workflow,automation_status,queue_status,controller_version,ai_risk_level,likely_cause,ai_reasoning,ai_recommended_action,requires_human_review,proposed_action,action_risk,approval_required,action_status,execution_allowed,reviewer,review_decision,review_comments,execution_result,approval_status
EXC00036,PAY00200,TXN00200,INV00200,CUST0224,2026-07-02,2026-07-04,46245.55,45056.09,46245.55,693.68,124.86,1189.4600000000064,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹46,245.55, while settled amount is ₹45,056.09, creating a difference of ₹1,189.46.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00037,PAY00201,TXN00201,INV00201,CUST0214,2026-07-19,2026-07-21,11959.75,11959.75,13233.18,179.4,32.29,0.0,-1273.4300000000003,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹11,959.75, while invoice amount is ₹13,233.18, creating a difference of ₹1,273.43.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00038,PAY00213,TXN00213,INV00213,CUST0078,2026-07-04,2026-07-13,45327.05,45327.05,45327.05,679.91,122.38,0.0,0.0,9.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 9.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00039,PAY00221,TXN00221,INV00221,CUST0159,2026-07-12,2026-07-13,95141.35,95141.35,95141.35,1427.12,256.88,0.0,0.0,1.0,DUPLICATE_PAYMENT,HIGH,"Payment PAY00221 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,NETBANKING,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,True,INVESTIGATE_DUPLICATE,HIGH,REQUIRED,VERIFIED,True,FINANCE_REVIEWER,APPROVE,Approved for controlled sandbox execution.,SANDBOX_VERIFIED,VERIFIED
EXC00040,PAY00221_DUP,TXN00221_DUP,INV00221,CUST0159,2026-07-12,,95141.35,,95141.35,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,HIGH,"Payment PAY00221_DUP for ₹95,141.35 has no settlement record. Payment PAY00221_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,VERIFIED,True,FINANCE_REVIEWER,APPROVE,Approved for controlled sandbox execution.,SANDBOX_VERIFIED,VERIFIED
EXC00041,PAY00226,TXN00226,INV00226,CUST0120,2026-08-04,,24297.27,,24297.27,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00226 for ₹24,297.27 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00042,PAY00228,TXN00228,INV00228,CUST0215,2026-07-11,2026-07-14,81780.68,80767.56,81780.68,1226.71,220.81,1013.1199999999952,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹81,780.68, while settled amount is ₹80,767.56, creating a difference of ₹1,013.12.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00043,PAY00232,TXN00232,INV00232,CUST0042,2026-07-24,2026-07-27,22841.61,22841.61,22841.61,342.62,61.67,0.0,0.0,3.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00232 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,True,INVESTIGATE_DUPLICATE,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00044,PAY00232_DUP,TXN00232_DUP,INV00232,CUST0042,2026-07-24,,22841.61,,22841.61,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00232_DUP for ₹22,841.61 has no settlement record. Payment PAY00232_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR,MEDIUM,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00045,PAY00247,TXN00247,INV00247,CUST0147,2026-07-23,2026-07-25,86282.78,85946.28,86282.78,1294.24,232.96,336.5,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹86,282.78, while settled amount is ₹85,946.28, creating a difference of ₹336.50.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00046,PAY00248,TXN00248,INV00248,CUST0189,2026-07-28,2026-07-30,89003.91,87053.84,89003.91,1335.06,240.31,1950.070000000007,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹89,003.91, while settled amount is ₹87,053.84, creating a difference of ₹1,950.07.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00047,PAY00254,TXN00254,INV00254,CUST0187,2026-08-02,2026-08-05,80209.05,80209.05,81351.56,1203.14,216.57,0.0,-1142.5099999999948,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹80,209.05, while invoice amount is ₹81,351.56, creating a difference of ₹1,142.51.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00048,PAY00261,TXN00261,INV00261,CUST0232,2026-07-12,2026-07-24,89918.56,89918.56,89918.56,1348.78,242.78,0.0,0.0,12.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 12.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00049,PAY00262,TXN00262,INV00262,CUST0034,2026-08-05,2026-08-08,54446.05,52584.13,54446.05,816.69,147.0,1861.9200000000053,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹54,446.05, while settled amount is ₹52,584.13, creating a difference of ₹1,861.92.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",NETBANKING,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00050,PAY00277,TXN00277,INV00277,CUST0164,2026-08-16,2026-08-19,98808.33,98808.33,99896.78,1482.12,266.78,0.0,-1088.449999999997,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹98,808.33, while invoice amount is ₹99,896.78, creating a difference of ₹1,088.45.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00051,PAY00279,TXN00279,INV00279,CUST0073,2026-07-07,2026-07-08,5535.23,3606.13,5535.23,83.03,14.95,1929.1,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹5,535.23, while settled amount is ₹3,606.13, creating a difference of ₹1,929.10.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00052,PAY00292,TXN00292,INV00292,CUST0009,2026-07-24,2026-07-27,33458.34,33458.34,36585.0,501.88,90.34,0.0,-3126.6600000000035,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹33,458.34, while invoice amount is ₹36,585.00, creating a difference of ₹3,126.66.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00053,PAY00307,TXN00307,INV00307,CUST0052,2026-08-13,2026-08-15,77191.22,77191.22,82091.82,1157.87,208.42,0.0,-4900.600000000006,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹77,191.22, while invoice amount is ₹82,091.82, creating a difference of ₹4,900.60.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00054,PAY00309,TXN00309,INV00309,CUST0046,2026-08-11,,57626.27,,57626.27,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00309 for ₹57,626.27 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00055,PAY00311,TXN00311,INV00311,CUST0149,2026-07-03,,1422.08,,1422.08,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00311 for ₹1,422.08 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,VERIFIED,True,FINANCE_REVIEWER,APPROVE,Approved for controlled sandbox execution.,SANDBOX_VERIFIED,VERIFIED
EXC00056,PAY00312,TXN00312,INV00312,CUST0233,2026-08-11,2026-08-14,54558.4,53569.16,54558.4,818.38,147.31,989.239999999998,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹54,558.40, while settled amount is ₹53,569.16, creating a difference of ₹989.24.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00057,PAY00334,TXN00334,INV00334,CUST0236,2026-07-23,2026-07-24,15934.58,15934.58,15934.58,239.02,43.02,0.0,0.0,1.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00334 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,True,INVESTIGATE_DUPLICATE,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00058,PAY00334_DUP,TXN00334_DUP,INV00334,CUST0236,2026-07-23,,15934.58,,15934.58,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00334_DUP for ₹15,934.58 has no settlement record. Payment PAY00334_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR,MEDIUM,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00059,PAY00343,TXN00343,INV00343,CUST0074,2026-07-30,2026-08-01,91516.75,91516.75,94524.54,1372.75,247.09,0.0,-3007.7899999999936,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹91,516.75, while invoice amount is ₹94,524.54, creating a difference of ₹3,007.79.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00060,PAY00344,TXN00344,INV00344,CUST0125,2026-07-17,,20732.0,,20732.0,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00344 for ₹20,732.00 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00061,PAY00350,TXN00350,INV00350,CUST0051,2026-08-16,,47214.3,,47214.3,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00350 for ₹47,214.30 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00062,PAY00354,TXN00354,INV00354,CUST0173,2026-07-17,2026-07-19,76454.38,76454.38,79842.01,1146.82,206.43,0.0,-3387.62999999999,2.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹76,454.38, while invoice amount is ₹79,842.01, creating a difference of ₹3,387.63.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00063,PAY00369,TXN00369,INV00369,CUST0074,2026-08-18,,82158.73,,82158.73,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00369 for ₹82,158.73 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00064,PAY00383,TXN00383,INV00383,CUST0248,2026-08-20,2026-08-23,8153.68,8153.68,8153.68,122.31,22.02,0.0,0.0,3.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00383 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,True,INVESTIGATE_DUPLICATE,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00065,PAY00383_DUP,TXN00383_DUP,INV00383,CUST0248,2026-08-20,,8153.68,,8153.68,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00383_DUP for ₹8,153.68 has no settlement record. Payment PAY00383_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR,MEDIUM,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00066,PAY00387,TXN00387,INV00387,CUST0103,2026-07-31,2026-08-03,31761.24,31761.24,33572.76,476.42,85.76,0.0,-1811.5200000000004,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹31,761.24, while invoice amount is ₹33,572.76, creating a difference of ₹1,811.52.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00067,PAY00392,TXN00392,INV00392,CUST0217,2026-08-20,2026-09-02,38010.59,38010.59,38010.59,570.16,102.63,0.0,0.0,13.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 13.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00068,PAY00402,TXN00402,INV00402,CUST0176,2026-08-11,,11381.59,,11381.59,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00402 for ₹11,381.59 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00069,PAY00409,TXN00409,INV00409,CUST0235,2026-08-09,,17666.49,,17666.49,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00409 for ₹17,666.49 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
